plate,well,compound,dose,score
21,compound-003_21_AE36,Cabozantinib,0.025,0.8909817934036255
21,compound-003_21_AE37,Boceprevir,2.5,0.7941843271255493
21,compound-003_21_AE38,Umeclidinium bromide,0.025,1.047847867012024
21,compound-003_21_AE39,Alpha-hydroxydeoxycholic acid,0.0025,1.0742690563201904
21,compound-003_21_AE41,Choline,0.01,0.5367470979690552
21,compound-003_21_AE42,CRISPR_control,,0.9983107447624207
21,compound-003_21_AE43,methoxyphenamine,1.0,0.7921756505966187
21,compound-003_21_AE44,Chlorpropamide,0.01,0.9583109617233276
21,compound-003_21_AE46,Toltrazuril,10.0,0.8582633137702942
21,compound-003_21_B02,CRISPR_control,,1.1526035070419312
21,compound-003_21_B03,Anisotropine methylbromide,10.0,0.7964293360710144
21,compound-003_21_B04,Cyclizine,10.0,0.7285310626029968
21,compound-003_21_B05,Brexpiprazole,0.1,0.9094011187553406
21,compound-003_21_B06,Ataluren,10.0,0.6538028717041016
21,compound-003_21_B09,4-Biphenylacetic acid,2.5,0.8663575053215027
21,compound-003_21_B10,Glycopyrrolate,10.0,0.7948967814445496
21,compound-003_21_B11,CRISPR_control,,0.902915358543396
21,compound-003_21_B12,CRISPR_control,,0.8242767453193665
21,compound-003_21_B13,Choline,2.5,1.3479065895080566
21,compound-003_21_B17,GF109203X,0.01,0.9106112718582153
21,compound-003_21_B19,Benzethonium,0.1,0.8541820645332336
21,compound-003_21_B20,CRISPR_control,,0.7314727306365967
21,compound-003_21_B24,CRISPR_control,,0.7021435499191284
21,compound-003_21_B25,EMPTY_control,,0.8945845365524292
21,compound-003_21_B26,CRISPR_control,,0.5810576677322388
21,compound-003_21_B27,lovastatin,0.25,1.072974681854248
21,compound-003_21_B28,Boceprevir,0.025,0.926939070224762
21,compound-003_21_B29,Ronidazole,10.0,0.7047096490859985
21,compound-003_21_B30,Propacetamol hydrochloride,0.025,1.1460001468658447
21,compound-003_21_B31,MNS,2.5,0.5288668274879456
21,compound-003_21_B32,CPI-203,0.0025,1.0238221883773804
21,compound-003_21_B33,Sitagliptin phosphate monohydrate,1.0,0.9719712138175964
21,compound-003_21_B34,Clevudine,0.25,0.9871551990509033
21,compound-003_21_B38,CRISPR_control,,1.233475685119629
21,compound-003_21_B39,Sulfabenzamide (no structure),10.0,0.6192687749862671
21,compound-003_21_B41,Carbachol,0.25,0.4220023453235626
21,compound-003_21_B42,Lumiracoxib,0.25,0.4993981420993805
21,compound-003_21_B43,MNS,0.0025,0.6930569410324097
21,compound-003_21_B44,CRISPR_control,,0.5121838450431824
21,compound-003_21_B45,Bephenium hydroxynaphthoate,0.1,0.43055352568626404
21,compound-003_21_B47,nadifloxacin,10.0,0.7975341081619263
21,compound-003_21_C03,Ethoxzolamide,10.0,1.0358233451843262
21,compound-003_21_C05,Droperidol,0.0025,0.8169167637825012
21,compound-003_21_C07,Sitagliptin phosphate monohydrate,2.5,1.297365427017212
21,compound-003_21_C08,carprofen,0.025,0.8091648817062378
21,compound-003_21_C09,Menbutone,0.0025,1.421351432800293
21,compound-003_21_C10,Tilorone dihydrochloride,10.0,1.2617838382720947
21,compound-003_21_C11,CRISPR_control,,0.8545598387718201
21,compound-003_21_C13,Ibudilast,10.0,0.6444556713104248
21,compound-003_21_C14,buparvaquone,0.01,1.3579349517822266
21,compound-003_21_C15,Vildagliptin,0.01,0.7438124418258667
21,compound-003_21_C16,Sorafenib,0.25,1.4859222173690796
21,compound-003_21_C17,Diflunisal (no structure),0.0025,0.5131523609161377
21,compound-003_21_C18,Oxyclozanide,0.025,0.6673871278762817
21,compound-003_21_C20,AZM475271,0.25,0.7460933327674866
21,compound-003_21_C21,inimur,0.25,0.9641010165214539
21,compound-003_21_C22,Propacetamol hydrochloride,10.0,0.7615286111831665
21,compound-003_21_C23,Methenamine,0.01,0.5823330283164978
21,compound-003_21_C24,Ethoxzolamide,2.5,0.7319728136062622
21,compound-003_21_C26,CPI-203,0.1,0.5918596386909485
21,compound-003_21_C27,Meticrane,0.1,1.1687426567077637
21,compound-003_21_C28,4-Aminopyridine,0.25,0.7047092318534851
21,compound-003_21_C29,Ractopamine,0.01,0.5354527831077576
21,compound-003_21_C30,Erythritol,1.0,0.6031205058097839
21,compound-003_21_C33,Ataluren,0.01,0.9273754954338074
21,compound-003_21_C35,4-Methylbenzylidene camphor,10.0,0.487234503030777
21,compound-003_21_C36,CRISPR_control,,0.9450576901435852
21,compound-003_21_C37,Trazodone,0.25,1.0875178575515747
21,compound-003_21_C38,CRISPR_control,,0.5265508890151978
21,compound-003_21_C39,buparvaquone,0.25,1.0499504804611206
21,compound-003_21_C40,CRISPR_control,,1.5951526165008545
21,compound-003_21_C41,CRISPR_control,,1.2176188230514526
21,compound-003_21_C42,EMPTY_control,,0.848498523235321
21,compound-003_21_C44,GF109203X,2.5,1.751563549041748
21,compound-003_21_D02,RKI-1447,2.5,0.908911943435669
21,compound-003_21_D03,Glycopyrrolate,2.5,0.9083911180496216
21,compound-003_21_D04,methoxyphenamine,0.01,0.5300004482269287
21,compound-003_21_D08,Saxagliptin hydrate,0.025,1.2010215520858765
21,compound-003_21_D09,EMPTY_control,,0.8404940366744995
21,compound-003_21_D10,Cephalothin,1.0,0.949772298336029
21,compound-003_21_D11,Molsidomine,2.5,1.8621870279312134
21,compound-003_21_D12,Sitagliptin phosphate monohydrate,0.25,0.8936135768890381
21,compound-003_21_D13,Bephenium hydroxynaphthoate,0.01,0.619337260723114
21,compound-003_21_D14,vinblastine,0.025,0.6409879326820374
21,compound-003_21_D15,evans-blue,0.1,1.3199529647827148
21,compound-003_21_D19,teriflunomide,10.0,2.468993663787842
21,compound-003_21_D20,nadifloxacin,0.0025,0.6815445423126221
21,compound-003_21_D21,Menbutone,10.0,0.42496392130851746
21,compound-003_21_D22,Etofibrate,0.01,1.1768730878829956
21,compound-003_21_D24,GSK429286A,2.5,0.8969019055366516
21,compound-003_21_D25,CRISPR_control,,0.8036954998970032
21,compound-003_21_D26,carprofen,10.0,1.2542318105697632
21,compound-003_21_D27,Cabozantinib,1.0,3.4200100898742676
21,compound-003_21_D30,Uracil,10.0,0.7012356519699097
21,compound-003_21_D31,asunaprevir,1.0,0.8321526050567627
21,compound-003_21_D34,MI-773,2.5,2.92271089553833
21,compound-003_21_D37,CRISPR_control,,0.6534008383750916
21,compound-003_21_D38,Lonidamine,1.0,1.006237506866455
21,compound-003_21_D40,Toltrazuril,2.5,0.5323030352592468
21,compound-003_21_D41,Tilorone dihydrochloride,0.025,0.602764368057251
21,compound-003_21_D42,Brexpiprazole,0.01,1.2261162996292114
21,compound-003_21_D43,CRISPR_control,,1.089834451675415
21,compound-003_21_D44,Anisotropine methylbromide,1.0,0.5545922517776489
21,compound-003_21_D45,Uracil,0.0025,0.7320889830589294
21,compound-003_21_D47,MNS,1.0,0.6869789361953735
21,compound-003_21_E02,CRISPR_control,,2.415479898452759
21,compound-003_21_E03,Sulfabenzamide (no structure),0.0025,1.5177110433578491
21,compound-003_21_E04,Clofoctol,1.0,1.2468501329421997
21,compound-003_21_E05,Betahistine,2.5,0.6187613010406494
21,compound-003_21_E07,nadifloxacin,2.5,0.7420233488082886
21,compound-003_21_E08,Amfebutamone,0.25,0.6465175151824951
21,compound-003_21_E10,EMPTY_control,,0.8436286449432373
21,compound-003_21_E12,chlorthalidone,2.5,0.7697263956069946
21,compound-003_21_E13,Clevudine,2.5,0.8229985237121582
21,compound-003_21_E14,Amfebutamone,2.5,0.5503471493721008
21,compound-003_21_E15,Etofibrate,0.25,0.8781219124794006
21,compound-003_21_E16,evans-blue,2.5,1.6451010704040527
21,compound-003_21_E18,CRISPR_control,,1.0181959867477417
21,compound-003_21_E19,Droperidol,0.25,0.8579860329627991
21,compound-003_21_E20,4-Aminopyridine,1.0,0.9168095588684082
21,compound-003_21_E22,Parecoxib,1.0,0.6981531977653503
21,compound-003_21_E23,Anisotropine methylbromide,0.25,1.6936073303222656
21,compound-003_21_E24,tavaborole,0.1,1.0875006914138794
21,compound-003_21_E25,tavaborole,2.5,0.9359955191612244
21,compound-003_21_E26,closantel,0.25,0.5766981840133667
21,compound-003_21_E27,CRISPR_control,,0.71723473072052
21,compound-003_21_E29,KPT-185,2.5,1.8997950553894043
21,compound-003_21_E31,tavaborole,10.0,0.7379562258720398
21,compound-003_21_E32,Uracil,0.01,0.5753040313720703
21,compound-003_21_E33,furazolidone,2.5,0.6728852987289429
21,compound-003_21_E34,CRISPR_control,,0.6343491077423096
21,compound-003_21_E35,CRISPR_control,,1.0108922719955444
21,compound-003_21_E36,EMPTY_control,,0.7178177833557129
21,compound-003_21_E37,chlorthalidone,0.025,0.6843886375427246
21,compound-003_21_E39,teriflunomide,2.5,0.6373858451843262
21,compound-003_21_E40,Boceprevir,0.1,0.8915024399757385
21,compound-003_21_E41,Glycopyrrolate,0.25,0.6539100408554077
21,compound-003_21_E42,Anisotropine methylbromide,0.01,0.7356384992599487
21,compound-003_21_E43,vinblastine,0.01,1.4788684844970703
21,compound-003_21_F02,closantel,0.0025,1.0615595579147339
21,compound-003_21_F03,CRISPR_control,,1.0477290153503418
21,compound-003_21_F05,Uracil,0.1,0.8952659964561462
21,compound-003_21_F08,Umeclidinium bromide,1.0,0.6629833579063416
21,compound-003_21_F09,CRISPR_control,,1.0889438390731812
21,compound-003_21_F10,Etofibrate,0.025,0.4737144708633423
21,compound-003_21_F11,Resorcinol,0.25,0.5403711199760437
21,compound-003_21_F13,Letrozole,2.5,1.3924530744552612
21,compound-003_21_F14,CRISPR_control,,0.8874340057373047
21,compound-003_21_F17,Boceprevir,0.25,0.7527806758880615
21,compound-003_21_F18,Ibudilast,1.0,1.0943726301193237
21,compound-003_21_F20,EMPTY_control,,0.9419513940811157
21,compound-003_21_F21,Tamibarotene,1.0,1.4404305219650269
21,compound-003_21_F22,CRISPR_control,,0.8351083397865295
21,compound-003_21_F23,EMPTY_control,,0.6706055402755737
21,compound-003_21_F24,Cabozantinib,0.25,2.29260516166687
21,compound-003_21_F25,Uracil,1.0,0.8345576524734497
21,compound-003_21_F26,CRISPR_control,,0.6798556447029114
21,compound-003_21_F27,Ractopamine,0.1,0.5680668950080872
21,compound-003_21_F28,Clevudine,1.0,0.8258131742477417
21,compound-003_21_F30,Ibudilast,0.01,0.44080474972724915
21,compound-003_21_F32,Benznidazole,1.0,0.6070488095283508
21,compound-003_21_F33,Propacetamol hydrochloride,2.5,1.0687322616577148
21,compound-003_21_F34,CRISPR_control,,0.7459115982055664
21,compound-003_21_F35,Betahistine,10.0,0.9353652596473694
21,compound-003_21_F36,chlorthalidone,10.0,0.5593658089637756
21,compound-003_21_F37,Molsidomine,0.025,0.7657914757728577
21,compound-003_21_F39,Menbutone,2.5,0.5224819183349609
21,compound-003_21_F41,Menbutone,0.25,0.7611119747161865
21,compound-003_21_F42,CRISPR_control,,1.0940855741500854
21,compound-003_21_F43,EMPTY_control,,1.2879537343978882
21,compound-003_21_F45,CRISPR_control,,0.629176139831543
21,compound-003_21_F46,ribitol,0.0025,1.074561595916748
21,compound-003_21_G02,Glycopyrrolate,0.025,1.0657870769500732
21,compound-003_21_G03,Cabozantinib,0.0025,0.988633930683136
21,compound-003_21_G04,Sulfacetamide,1.0,1.1895039081573486
21,compound-003_21_G05,CRISPR_control,,1.6709877252578735
21,compound-003_21_G07,promethazine,1.0,2.189819812774658
21,compound-003_21_G10,Rufinamide,2.5,0.5764419436454773
21,compound-003_21_G11,EMPTY_control,,0.6239449381828308
21,compound-003_21_G12,4-Biphenylacetic acid,0.01,0.9952524304389954
21,compound-003_21_G13,Glycopyrrolate,1.0,0.6108875274658203
21,compound-003_21_G14,Triacetin,0.1,1.1384886503219604
21,compound-003_21_G15,CRISPR_control,,1.2252917289733887
21,compound-003_21_G16,CRISPR_control,,0.9508240818977356
21,compound-003_21_G19,Uracil,0.025,0.9592708349227905
21,compound-003_21_G20,GDC-0994,2.5,2.1213998794555664
21,compound-003_21_G21,CRISPR_control,,0.7117686867713928
21,compound-003_21_G22,CRISPR_control,,0.7511313557624817
21,compound-003_21_G23,carprofen,0.0025,0.6388969421386719
21,compound-003_21_G25,Resorcinol,2.5,0.455504834651947
21,compound-003_21_G27,CRISPR_control,,1.036457896232605
21,compound-003_21_G28,EMPTY_control,,0.6523599028587341
21,compound-003_21_G29,Nortriptyline,0.25,0.5196434259414673
21,compound-003_21_G30,GF109203X,0.1,0.7393345832824707
21,compound-003_21_G31,CRISPR_control,,0.49611350893974304
21,compound-003_21_G34,fexofenadine,0.1,1.0990687608718872
21,compound-003_21_G37,Methenamine,0.025,0.7089276313781738
21,compound-003_21_G38,CRISPR_control,,1.01040518283844
21,compound-003_21_G39,Ethoxzolamide,0.025,0.44194814562797546
21,compound-003_21_G41,Toltrazuril,1.0,1.1995311975479126
21,compound-003_21_G42,CRISPR_control,,0.6236490607261658
21,compound-003_21_G43,CRISPR_control,,0.8065403699874878
21,compound-003_21_G44,CRISPR_control,,0.4692207872867584
21,compound-003_21_G47,inimur,0.0025,0.6933549642562866
21,compound-003_21_H02,Ethoxzolamide,0.1,1.9049535989761353
21,compound-003_21_H04,Boceprevir,1.0,1.0927767753601074
21,compound-003_21_H05,Ataluren,1.0,0.9834842681884766
21,compound-003_21_H08,Sitagliptin phosphate monohydrate,0.0025,1.4529550075531006
21,compound-003_21_H09,CRISPR_control,,0.8473581671714783
21,compound-003_21_H10,EMPTY_control,,1.0800070762634277
21,compound-003_21_H11,Propacetamol hydrochloride,0.01,3.169809103012085
21,compound-003_21_H12,CRISPR_control,,0.7247375845909119
21,compound-003_21_H13,4-Aminosalicylate,0.01,0.5808068513870239
21,compound-003_21_H14,EMPTY_control,,0.6932108402252197
21,compound-003_21_H15,Ticagrelor,0.1,0.8193715810775757
21,compound-003_21_H17,LY2228820,0.25,1.1448922157287598
21,compound-003_21_H18,Cinoxacin,0.25,1.2523218393325806
21,compound-003_21_H19,inimur,2.5,1.7649022340774536
21,compound-003_21_H20,vinblastine,0.25,5.604515552520752
21,compound-003_21_H22,Doxofylline,2.5,0.7667091488838196
21,compound-003_21_H23,vinblastine,1.0,4.381887435913086
21,compound-003_21_H24,vinblastine,0.1,0.49795767664909363
21,compound-003_21_H25,Calcipotriene,10.0,1.0538685321807861
21,compound-003_21_H26,CRISPR_control,,1.0662089586257935
21,compound-003_21_H27,Methenamine,0.0025,0.6989378929138184
21,compound-003_21_H28,CRISPR_control,,1.2846049070358276
21,compound-003_21_H29,Chlorpropamide,0.0025,0.5313260555267334
21,compound-003_21_H30,Tamibarotene,0.1,0.9251438975334167
21,compound-003_21_H32,Benzethonium,10.0,4.710307598114014
21,compound-003_21_H33,methoxyphenamine,0.0025,2.3763959407806396
21,compound-003_21_H35,Sulfamonomethoxine (no structure),0.025,1.2285388708114624
21,compound-003_21_H36,RKI-1447,0.01,0.7016504406929016
21,compound-003_21_H39,MNS,10.0,1.0082327127456665
21,compound-003_21_H41,buparvaquone,10.0,0.47851312160491943
21,compound-003_21_H43,inimur,0.01,0.6133634448051453
21,compound-003_21_H44,Doxofylline,1.0,2.4906091690063477
21,compound-003_21_H46,Sulfabenzamide (no structure),0.1,0.8101282715797424
21,compound-003_21_H47,Cephapirin Benzathine,0.25,0.7422600388526917
21,compound-003_21_I02,Retigabine,0.01,3.123059034347534
21,compound-003_21_I03,Ataluren,2.5,1.1814072132110596
21,compound-003_21_I04,evans-blue,1.0,2.5102899074554443
21,compound-003_21_I05,Erythritol,0.01,1.3714325428009033
21,compound-003_21_I07,Doxofylline,0.0025,1.8340650796890259
21,compound-003_21_I08,Clevudine,0.025,2.5943961143493652
21,compound-003_21_I09,tavaborole,0.01,0.7794203758239746
21,compound-003_21_I10,ciprofibrate,1.0,0.8988622426986694
21,compound-003_21_I12,Ibudilast,0.1,1.083275318145752
21,compound-003_21_I13,4-Aminopyridine,0.0025,1.0561023950576782
21,compound-003_21_I14,EMPTY_control,,0.9392684102058411
21,compound-003_21_I15,Parecoxib,0.1,0.6883718371391296
21,compound-003_21_I17,Benznidazole,10.0,1.0391780138015747
21,compound-003_21_I18,CRISPR_control,,1.1690490245819092
21,compound-003_21_I19,Sitagliptin phosphate monohydrate,0.1,1.0554797649383545
21,compound-003_21_I20,Vildagliptin,0.0025,0.9739400744438171
21,compound-003_21_I21,Cyclizine,0.01,1.0624080896377563
21,compound-003_21_I22,GF109203X,0.025,2.638378858566284
21,compound-003_21_I23,Cinoxacin,0.025,3.5318961143493652
21,compound-003_21_I24,Desloratadine,1.0,0.7305511832237244
21,compound-003_21_I25,Toltrazuril,0.1,0.7805965542793274
21,compound-003_21_I26,4-Methylbenzylidene camphor,1.0,1.2206627130508423
21,compound-003_21_I27,RKI-1447,1.0,1.1986877918243408
21,compound-003_21_I28,EMPTY_control,,0.716119110584259
21,compound-003_21_I29,Molsidomine,10.0,0.849214494228363
21,compound-003_21_I30,Trazodone,2.5,0.6956930756568909
21,compound-003_21_I31,EMPTY_control,,1.5179823637008667
21,compound-003_21_I32,MNS,0.25,0.6720892786979675
21,compound-003_21_I33,Oxyclozanide,1.0,0.7074085474014282
21,compound-003_21_I34,4-Methylbenzylidene camphor,0.1,1.9816569089889526
21,compound-003_21_I36,Calcipotriene,0.01,0.4674815237522125
21,compound-003_21_I37,Ractopamine,0.25,0.9780250787734985
21,compound-003_21_I38,CRISPR_control,,1.7102247476577759
21,compound-003_21_I40,Afloqualone,1.0,0.7311727404594421
21,compound-003_21_I42,Thiazovivin,2.5,0.8178703188896179
21,compound-003_21_I43,EMPTY_control,,1.1657007932662964
21,compound-003_21_I44,CRISPR_control,,0.7867161631584167
21,compound-003_21_I45,fexofenadine,1.0,0.5341928601264954
21,compound-003_21_I46,Sulfacetamide,0.025,0.6299246549606323
21,compound-003_21_I47,Nortriptyline,2.5,0.6890758872032166
21,compound-003_21_J02,CRISPR_control,,2.4070494174957275
21,compound-003_21_J03,Choline,1.0,0.4902679920196533
21,compound-003_21_J04,EMPTY_control,,0.9744250178337097
21,compound-003_21_J05,MNS,0.01,1.714536190032959
21,compound-003_21_J06,Ronidazole,2.5,0.6322613954544067
21,compound-003_21_J07,Tilorone dihydrochloride,0.0025,2.4442527294158936
21,compound-003_21_J08,asunaprevir,0.025,1.6204599142074585
21,compound-003_21_J09,CRISPR_control,,1.0099867582321167
21,compound-003_21_J11,fexofenadine,0.025,1.7384891510009766
21,compound-003_21_J12,CRISPR_control,,1.114415168762207
21,compound-003_21_J14,CRISPR_control,,1.0836836099624634
21,compound-003_21_J15,Nortriptyline,0.0025,1.3684238195419312
21,compound-003_21_J16,Toltrazuril,0.0025,1.9999010562896729
21,compound-003_21_J17,Diflunisal (no structure),2.5,2.0787482261657715
21,compound-003_21_J18,4-Aminopyridine,0.1,0.8960199952125549
21,compound-003_21_J19,Toltrazuril,0.01,1.358925700187683
21,compound-003_21_J20,Ticagrelor,0.0025,0.6903358101844788
21,compound-003_21_J22,Lonidamine,2.5,3.080169677734375
21,compound-003_21_J23,BIIB021,0.25,2.62699031829834
21,compound-003_21_J24,Clevudine,0.1,1.4068849086761475
21,compound-003_21_J25,EMPTY_control,,0.7581142783164978
21,compound-003_21_J26,4-Methylbenzylidene camphor,0.025,2.819056510925293
21,compound-003_21_J27,Erythritol,2.5,0.6846227645874023
21,compound-003_21_J31,EMPTY_control,,1.3372223377227783
21,compound-003_21_J32,Dinitolmide,0.1,1.8611277341842651
21,compound-003_21_J34,Clevudine,0.0025,1.7151107788085938
21,compound-003_21_J35,furazolidone,0.1,0.7035735249519348
21,compound-003_21_J36,Toltrazuril,0.025,1.305782675743103
21,compound-003_21_J37,EMPTY_control,,0.6725413203239441
21,compound-003_21_J38,EMPTY_control,,0.7562551498413086
21,compound-003_21_J40,Menbutone,0.01,0.5525435209274292
21,compound-003_21_J42,Lonidamine,0.25,0.9470493197441101
21,compound-003_21_J44,asunaprevir,0.1,0.5692095160484314
21,compound-003_21_J45,Meticrane,0.25,0.48252588510513306
21,compound-003_21_J46,Triacetin,0.01,0.6231293678283691
21,compound-003_21_K02,tavaborole,0.025,1.0030014514923096
21,compound-003_21_K04,EMPTY_control,,0.4677525460720062
21,compound-003_21_K07,Retigabine,2.5,1.554185390472412
21,compound-003_21_K09,EMPTY_control,,0.6706105470657349
21,compound-003_21_K10,Resorcinol,0.025,1.3383452892303467
21,compound-003_21_K11,promethazine,0.1,1.7712799310684204
21,compound-003_21_K12,CRISPR_control,,1.036558747291565
21,compound-003_21_K14,Menbutone,0.1,2.448493480682373
21,compound-003_21_K15,Meticrane,0.0025,1.0565546751022339
21,compound-003_21_K16,Cinoxacin,10.0,1.008007287979126
